order_id,customer_id,product_id,order_date,quantity,unit_price,status,sales_channel
ORD000130,CUST0106,PROD034,2025-06-26,1,14.99,Completed,Store Pickup
ORD000131,CUST0023,PROD052,2025-05-10,2,7.64,Completed,Mobile App
ORD000132,CUST0125,PROD034,2025-12-24,1,14.99,Completed,Store Pickup
ORD000133,CUST0323,PROD012,2025-04-13,1,18.99,Completed,Mobile App
ORD000134,CUST0200,PROD001,2025-07-14,2,24.99,Completed,Website
ORD000135,CUST0447,PROD035,2025-09-26,1,9.99,Completed,Marketplace
ORD000136,CUST0271,PROD041,2025-10-16,1,9.99,Completed,Website
ORD000137,CUST0235,PROD040,2025-06-28,1,12.99,Completed,Website
ORD000138,CUST0061,PROD016,2025-10-11,1,11.99,Completed,Store Pickup
ORD000139,CUST0295,PROD025,2025-07-05,1,4.99,Completed,Mobile App
ORD000140,CUST0148,PROD009,2025-09-16,1,29.99,Completed,Marketplace
ORD000141,CUST0070,PROD013,2025-12-16,3,16.99,Completed,Store Pickup
ORD000142,CUST0213,PROD046,2025-07-16,3,15.99,Completed,Website
ORD000143,CUST0150,PROD003,2025-11-08,1,9.99,Completed,Store Pickup
ORD000144,CUST0393,PROD032,2025-09-25,1,8.09,Completed,Marketplace
ORD000145,CUST0022,PROD049,2025-09-25,2,22.99,Pending,Website
ORD000146,CUST0385,PROD016,2025-11-21,1,11.99,Completed,Marketplace
ORD000147,CUST0225,PROD008,2025-12-03,2,49.99,Completed,Marketplace
ORD000148,CUST0324,PROD028,2025-12-20,1,7.19,Completed,Website
ORD000149,CUST0144,PROD039,2025-09-18,1,6.99,Completed,Marketplace
ORD000150,CUST0264,PROD044,2025-09-28,3,15.29,Returned,Marketplace
ORD000151,CUST0360,PROD009,2025-12-05,1,29.99,Cancelled,Store Pickup
ORD000152,CUST0324,PROD018,2025-08-19,2,15.99,Completed,Website
ORD000153,CUST0143,PROD045,2025-07-24,4,24.99,Returned,Marketplace
ORD000154,CUST0397,PROD047,2025-09-28,1,13.99,Completed,Marketplace
ORD000155,CUST0274,PROD026,2025-11-26,1,9.99,Completed,Marketplace
ORD000156,CUST0173,PROD036,2025-05-10,2,7.99,Completed,Marketplace
ORD000157,CUST0025,PROD003,2025-12-25,1,9.99,Completed,Website
ORD000158,CUST0226,PROD030,2025-12-06,1,24.99,Completed,Mobile App
ORD000159,CUST0082,PROD018,2025-12-10,1,15.99,Completed,Mobile App
ORD000160,CUST0157,PROD047,2025-01-21,2,13.99,Completed,Website
ORD000161,CUST0040,PROD009,2025-01-16,2,29.99,Completed,Website
ORD000162,CUST0062,PROD028,2025-10-27,2,7.99,Completed,Website
ORD000163,CUST0053,PROD021,2025-11-04,1,21.99,Completed,Mobile App
ORD000164,CUST0074,PROD005,2025-10-22,1,31.99,Completed,Marketplace
ORD000165,CUST0384,PROD010,2025-11-21,4,19.99,Completed,Mobile App
ORD000166,CUST0072,PROD049,2025-02-04,1,22.99,Completed,Store Pickup
ORD000167,CUST0127,PROD018,2025-05-05,2,15.99,Completed,Marketplace
ORD000168,CUST0014,PROD043,2025-11-23,3,29.99,Completed,Mobile App
ORD000169,CUST0331,PROD004,2025-11-10,2,34.99,Completed,Store Pickup
ORD000170,CUST0327,PROD039,2025-02-16,1,6.99,Completed,Marketplace
ORD000171,CUST0199,PROD054,2025-12-05,2,18.99,Completed,Store Pickup
ORD000172,CUST0038,PROD002,2025-12-25,2,53.99,Completed,Website
ORD000173,CUST0260,PROD019,2025-12-13,2,17.99,Completed,Store Pickup
ORD000174,CUST0276,PROD040,2025-02-18,1,11.69,Completed,Mobile App
ORD000175,CUST0275,PROD021,2025-12-05,1,21.99,Cancelled,Website
ORD000176,CUST0374,PROD016,2025-05-14,1,10.19,Completed,Website
ORD000177,CUST0337,PROD048,2025-05-24,1,11.69,Completed,Mobile App
ORD000178,CUST0268,PROD034,2025-08-12,2,14.99,Completed,Mobile App
ORD000179,CUST0138,PROD047,2025-11-28,3,13.99,Completed,Store Pickup
ORD000180,CUST0135,PROD046,2025-05-03,5,15.99,Completed,Marketplace
ORD000181,CUST0291,PROD011,2025-01-28,1,22.99,Completed,Website
ORD000182,CUST0002,PROD003,2025-04-17,3,8.99,Completed,Store Pickup
ORD000183,CUST0477,PROD003,2025-12-06,2,9.99,Completed,Store Pickup
ORD000184,CUST0214,PROD047,2025-04-08,1,13.99,Completed,Website
ORD000185,CUST0092,PROD015,2025-08-02,3,8.99,Returned,Website
ORD000186,CUST0145,PROD050,2025-12-28,3,14.99,Completed,Website
ORD000187,CUST0289,PROD051,2025-06-10,1,10.99,Completed,Store Pickup
ORD000188,CUST0101,PROD047,2025-12-25,4,13.99,Completed,Website
ORD000189,CUST0120,PROD035,2025-12-01,1,9.99,Cancelled,Marketplace
ORD000190,CUST0193,PROD048,2025-01-22,2,10.39,Pending,Store Pickup
ORD000191,CUST0498,PROD010,2025-08-02,2,17.99,Cancelled,Store Pickup
ORD000192,CUST0235,PROD048,2025-10-12,1,11.69,Completed,Store Pickup
ORD000193,CUST0032,PROD028,2025-02-19,2,6.79,Completed,Marketplace
ORD000194,CUST0359,PROD054,2025-12-13,2,18.99,Completed,Website
ORD000195,CUST0400,PROD050,2025-12-05,2,13.49,Completed,Marketplace
ORD000196,CUST0184,PROD050,2025-07-18,1,14.99,Completed,Website
ORD000197,CUST0352,PROD020,2025-02-26,3,13.99,Completed,Marketplace
ORD000198,CUST0128,PROD023,2025-03-23,1,11.04,Completed,Mobile App
ORD000199,CUST0438,PROD029,2025-01-13,2,18.99,Completed,Website
ORD000200,CUST0063,PROD001,2025-11-05,1,24.99,Completed,Mobile App
ORD000201,CUST0352,PROD041,2025-11-12,4,7.99,Completed,Website
ORD000202,CUST0102,PROD042,2025-01-03,1,33.99,Completed,Store Pickup
ORD000203,CUST0222,PROD053,2025-01-19,2,13.99,Completed,Store Pickup
ORD000204,CUST0466,PROD012,2025-03-07,1,18.99,Completed,Mobile App
ORD000205,CUST0211,PROD036,2025-10-16,1,6.79,Completed,Mobile App
ORD000206,CUST0270,PROD016,2025-10-26,2,11.99,Completed,Store Pickup
ORD000207,CUST0246,PROD035,2025-11-12,2,9.99,Completed,Marketplace
ORD000208,CUST0014,PROD021,2025-06-06,2,18.69,Completed,Store Pickup
ORD000209,CUST0300,PROD015,2025-08-25,5,7.19,Completed,Website
ORD000210,CUST0295,PROD052,2025-11-08,1,8.99,Pending,Mobile App
ORD000211,CUST0163,PROD052,2025-03-19,2,8.99,Completed,Marketplace
ORD000212,CUST0073,PROD037,2025-12-19,4,3.99,Completed,Store Pickup
ORD000213,CUST0252,PROD003,2025-09-06,1,9.99,Completed,Store Pickup
ORD000214,CUST0104,PROD052,2025-01-20,1,8.99,Returned,Marketplace
ORD000215,CUST0301,PROD046,2025-01-05,4,15.99,Cancelled,Marketplace
ORD000216,CUST0361,PROD043,2025-12-12,1,25.49,Completed,Mobile App
ORD000217,CUST0406,PROD041,2025-11-14,5,9.99,Completed,Marketplace
ORD000218,CUST0418,PROD012,2025-04-19,1,18.99,Completed,Mobile App
ORD000219,CUST0486,PROD037,2025-11-23,1,3.99,Pending,Website
ORD000220,CUST0472,PROD052,2025-04-11,5,8.99,Completed,Store Pickup
ORD000221,CUST0040,PROD016,2025-03-24,1,11.99,Completed,Website
ORD000222,CUST0328,PROD047,2025-11-22,3,13.99,Completed,Mobile App
ORD000223,CUST0132,PROD051,2025-10-12,1,9.34,Completed,Store Pickup
ORD000224,CUST0253,PROD025,2025-12-14,1,4.99,Cancelled,Mobile App
ORD000225,CUST0410,PROD003,2025-03-03,1,9.99,Returned,Website
ORD000226,CUST0083,PROD047,2025-06-13,1,13.99,Pending,Marketplace
ORD000227,CUST0458,PROD031,2025-09-20,2,21.99,Completed,Store Pickup
ORD000228,CUST0170,PROD014,2025-03-04,5,12.99,Completed,Marketplace
ORD000229,CUST0122,PROD007,2025-10-10,1,14.99,Cancelled,Mobile App
ORD000230,CUST0219,PROD006,2025-01-01,1,89.99,Completed,Mobile App
ORD000231,CUST0088,PROD041,2025-02-07,1,8.99,Completed,Store Pickup
ORD000232,CUST0136,PROD006,2025-08-22,2,89.99,Completed,Store Pickup
ORD000233,CUST0023,PROD017,2025-06-15,1,44.99,Cancelled,Website
ORD000234,CUST0342,PROD007,2025-03-23,1,14.99,Completed,Mobile App
ORD000235,CUST0199,PROD053,2025-09-27,1,13.99,Completed,Store Pickup
ORD000236,CUST0244,PROD020,2025-09-08,1,13.99,Completed,Mobile App
ORD000237,CUST0230,PROD012,2025-03-25,4,18.99,Completed,Mobile App
ORD000238,CUST0041,PROD044,2025-03-14,1,17.99,Completed,Marketplace
ORD000239,CUST0469,PROD052,2025-05-24,1,8.99,Completed,Marketplace
ORD000240,CUST0235,PROD001,2025-12-17,2,24.99,Completed,Store Pickup
ORD000241,CUST0076,PROD037,2025-02-05,2,3.99,Returned,Website
ORD000242,CUST0403,PROD019,2025-09-04,3,17.99,Cancelled,Marketplace
ORD000243,CUST0293,PROD039,2025-06-16,1,6.99,Completed,Store Pickup
ORD000244,CUST0354,PROD016,2025-01-11,1,11.99,Completed,Marketplace
ORD000245,CUST0407,PROD020,2025-01-27,1,13.99,Cancelled,Website
ORD000246,CUST0069,PROD020,2025-12-08,5,13.99,Cancelled,Marketplace
ORD000247,CUST0331,PROD006,2025-11-20,1,89.99,Cancelled,Store Pickup
ORD000248,CUST0192,PROD053,2025-11-28,1,13.99,Completed,Store Pickup
ORD000249,CUST0269,PROD037,2025-03-28,1,3.99,Cancelled,Website
ORD000250,CUST0026,PROD024,2025-04-15,2,6.99,Cancelled,Store Pickup
ORD000251,CUST0349,PROD002,2025-10-04,1,59.99,Completed,Store Pickup
ORD000252,CUST0177,PROD011,2025-09-12,3,22.99,Cancelled,Website
ORD000253,CUST0026,PROD011,2025-05-13,3,22.99,Completed,Mobile App
ORD000254,CUST0106,PROD018,2025-10-22,2,15.99,Cancelled,Website
ORD000255,CUST0332,PROD012,2025-08-05,2,16.14,Completed,Marketplace
ORD000256,CUST0330,PROD018,2025-10-23,1,15.99,Completed,Marketplace
ORD000257,CUST0347,PROD034,2025-04-10,3,14.99,Completed,Marketplace
ORD000258,CUST0312,PROD019,2025-09-20,1,16.19,Completed,Marketplace
ORD000259,CUST0142,PROD017,2025-10-28,2,44.99,Completed,Mobile App
ORD000260,CUST0124,PROD004,2025-03-25,3,34.99,Completed,Marketplace
ORD000261,CUST0014,PROD042,2025-10-24,1,39.99,Returned,Store Pickup
ORD000262,CUST0299,PROD046,2025-06-02,6,15.99,Completed,Mobile App
ORD000263,CUST0402,PROD031,2025-10-21,4,21.99,Completed,Mobile App
ORD000264,CUST0093,PROD019,2025-11-18,1,15.29,Completed,Mobile App
ORD000265,CUST0336,PROD006,2025-12-11,1,89.99,Cancelled,Store Pickup
ORD000266,CUST0191,PROD017,2025-11-11,2,44.99,Completed,Website
ORD000267,CUST0298,PROD040,2025-12-19,1,12.99,Completed,Store Pickup
ORD000268,CUST0028,PROD010,2025-08-14,1,19.99,Completed,Store Pickup
ORD000269,CUST0367,PROD012,2025-03-28,2,18.99,Completed,Mobile App
ORD000270,CUST0003,PROD029,2025-05-02,1,18.99,Completed,Mobile App
ORD000271,CUST0400,PROD006,2025-08-25,1,89.99,Completed,Store Pickup
ORD000272,CUST0003,PROD003,2025-12-13,1,9.99,Returned,Marketplace
ORD000273,CUST0098,PROD002,2025-11-17,2,59.99,Completed,Marketplace
ORD000274,CUST0197,PROD033,2025-05-04,2,19.99,Cancelled,Marketplace
ORD000275,CUST0373,PROD034,2025-12-15,2,14.99,Cancelled,Mobile App
ORD000276,CUST0184,PROD049,2025-06-16,1,22.99,Returned,Store Pickup
ORD000277,CUST0373,PROD009,2025-01-08,1,23.99,Completed,Marketplace
ORD000278,CUST0020,PROD025,2025-10-26,3,4.99,Completed,Website
ORD000279,CUST0339,PROD007,2025-09-02,2,11.99,Completed,Store Pickup
ORD000280,CUST0130,PROD031,2025-06-18,2,21.99,Completed,Website
ORD000281,CUST0052,PROD043,2025-05-22,1,29.99,Completed,Store Pickup
ORD000282,CUST0262,PROD047,2025-11-04,2,13.99,Completed,Store Pickup
ORD000283,CUST0399,PROD017,2025-04-07,3,44.99,Completed,Store Pickup
ORD000284,CUST0281,PROD032,2025-05-02,4,8.99,Completed,Mobile App
ORD000285,CUST0046,PROD008,2025-01-22,3,49.99,Completed,Website
ORD000286,CUST0371,PROD047,2025-11-03,1,13.99,Completed,Marketplace
ORD000287,CUST0052,PROD053,2025-05-02,1,11.89,Completed,Marketplace
ORD000288,CUST0049,PROD049,2025-07-04,3,20.69,Completed,Mobile App
ORD000289,CUST0490,PROD040,2025-06-15,1,12.99,Completed,Marketplace
ORD000290,CUST0205,PROD030,2025-04-13,1,24.99,Cancelled,Store Pickup
ORD000291,CUST0086,PROD008,2025-10-26,1,49.99,Pending,Mobile App
ORD000292,CUST0248,PROD052,2025-02-19,2,8.99,Completed,Marketplace
ORD000293,CUST0351,PROD054,2025-09-28,2,18.99,Completed,Store Pickup
ORD000294,CUST0226,PROD003,2025-02-14,1,9.99,Completed,Mobile App
ORD000295,CUST0448,PROD022,2025-12-22,1,27.99,Completed,Store Pickup
ORD000296,CUST0247,PROD023,2025-10-08,2,12.99,Completed,Website
ORD000297,CUST0259,PROD031,2025-01-06,3,21.99,Completed,Store Pickup
ORD000298,CUST0497,PROD018,2025-05-11,1,15.99,Completed,Store Pickup
ORD000299,CUST0236,PROD029,2025-11-03,3,18.99,Cancelled,Store Pickup
ORD000300,CUST0382,PROD042,2025-05-16,1,39.99,Completed,Website
ORD000301,CUST0310,PROD040,2025-11-26,2,12.99,Completed,Store Pickup
ORD000302,CUST0423,PROD004,2025-12-12,3,34.99,Completed,Store Pickup
ORD000303,CUST0367,PROD029,2025-10-12,1,18.99,Completed,Marketplace
ORD000304,CUST0494,PROD052,2025-06-21,1,8.99,Completed,Website
ORD000305,CUST0072,PROD053,2025-12-16,2,13.99,Completed,Mobile App
ORD000306,CUST0202,PROD014,2025-04-28,1,12.99,Completed,Website
ORD000307,CUST0475,PROD041,2025-11-02,3,9.99,Completed,Store Pickup
ORD000308,CUST0490,PROD033,2025-07-19,1,19.99,Completed,Website
ORD000309,CUST0430,PROD038,2025-09-14,1,15.99,Returned,Mobile App
ORD000310,CUST0375,PROD053,2025-10-06,1,13.99,Completed,Marketplace
ORD000311,CUST0215,PROD039,2025-08-13,4,6.99,Completed,Marketplace
ORD000312,CUST0413,PROD009,2025-12-15,1,29.99,Cancelled,Marketplace
ORD000313,CUST0441,PROD021,2025-11-18,2,21.99,Completed,Mobile App
ORD000314,CUST0149,PROD044,2025-04-23,1,17.99,Pending,Mobile App
ORD000315,CUST0327,PROD021,2025-08-23,2,21.99,Completed,Store Pickup
ORD000316,CUST0274,PROD019,2025-10-27,3,17.99,Completed,Website
ORD000317,CUST0028,PROD043,2025-01-05,1,29.99,Completed,Marketplace
ORD000318,CUST0430,PROD004,2025-10-05,2,34.99,Completed,Website
ORD000319,CUST0053,PROD040,2025-06-15,3,12.99,Cancelled,Store Pickup
ORD000320,CUST0408,PROD052,2025-04-26,2,8.99,Completed,Store Pickup
ORD000321,CUST0500,PROD044,2025-06-26,1,17.99,Completed,Marketplace
ORD000322,CUST0400,PROD029,2025-04-28,3,18.99,Completed,Marketplace
ORD000323,CUST0379,PROD039,2025-11-18,1,6.99,Completed,Store Pickup
ORD000324,CUST0039,PROD012,2025-03-22,5,18.99,Completed,Website
ORD000325,CUST0136,PROD009,2025-07-18,1,29.99,Completed,Store Pickup
ORD000326,CUST0021,PROD010,2025-10-05,4,19.99,Completed,Marketplace
ORD000327,CUST0282,PROD023,2025-08-19,1,12.99,Completed,Mobile App
ORD000328,CUST0259,PROD011,2025-08-26,1,22.99,Completed,Mobile App
ORD000329,CUST0170,PROD022,2025-12-22,1,27.99,Completed,Store Pickup
ORD000330,CUST0386,PROD042,2025-12-27,1,39.99,Completed,Mobile App
ORD000331,CUST0454,PROD021,2025-12-22,1,21.99,Completed,Marketplace
ORD000332,CUST0013,PROD034,2025-09-10,3,14.99,Completed,Store Pickup
ORD000333,CUST0460,PROD042,2025-08-10,1,39.99,Returned,Mobile App
ORD000334,CUST0276,PROD035,2025-12-25,1,7.99,Completed,Mobile App
ORD000335,CUST0428,PROD007,2025-12-14,1,14.99,Cancelled,Store Pickup
ORD000336,CUST0383,PROD044,2025-10-03,1,17.99,Completed,Website
ORD000337,CUST0407,PROD017,2025-02-06,2,44.99,Completed,Marketplace
ORD000338,CUST0323,PROD026,2025-07-15,1,7.99,Completed,Website
ORD000339,CUST0033,PROD049,2025-10-20,2,20.69,Completed,Website
ORD000340,CUST0155,PROD039,2025-05-22,1,6.99,Completed,Store Pickup
ORD000341,CUST0243,PROD011,2025-11-01,1,19.54,Completed,Marketplace
ORD000342,CUST0153,PROD044,2025-12-05,3,17.99,Cancelled,Marketplace
ORD000343,CUST0284,PROD036,2025-12-01,1,6.39,Completed,Website
ORD000344,CUST0380,PROD047,2025-05-24,1,13.99,Completed,Mobile App
ORD000345,CUST0316,PROD054,2025-03-08,1,15.19,Completed,Website
ORD000346,CUST0237,PROD042,2025-11-18,1,39.99,Completed,Website
ORD000347,CUST0250,PROD022,2025-04-19,1,27.99,Completed,Marketplace
ORD000348,CUST0163,PROD032,2025-10-07,1,8.99,Completed,Mobile App
ORD000349,CUST0414,PROD021,2025-09-12,5,21.99,Completed,Mobile App
